Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
SOCI,481,Managing International Conflict,0,,
SOCI,419,Sociology of the Islamic World,1,FC-GLOBAL,
SOCI,57,First-Year Seminar: Rationalization and the Changing Nature of Social Life in 21st-Century America,0,,
SOCI,58,"First-Year Seminar: Globalization, Work, and Inequality",0,,
SOCI,59,First-Year Seminar: The Advocacy Explosion: Social Movements in the Contemporary United States,0,,
SOCI,60,First-Year Seminar: Sociology of the Islamic World,0,,
SOCI,66,First-Year Seminar: Citizenship and Society in the United States,0,,
SOCI,68,First-Year Seminar: Immigration in Contemporary America,0,,
SOCI,89,First-Year Seminar: Special Topics,0,,
SOCI,393,Independent Experiential Internship,0,,
SOCI,418,Contemporary Chinese Society,0,,
SOCI,274,Social and Economic Justice,0,,
SOCI,253,Sociological Theory - Experiential,0,,
SOCI,413,"Social Movements, Experiential",0,,
SOCI,426,Sociology of Education,0,,
SOCI,417,"The City and Urbanization, Experiential Education",0,,
SOCI,70,First-Year Seminar: Difficult Dialogues,0,,
SOCI,69,First-Year Seminar: Human Societies and Genomics,0,,
SOCI,71,First-Year Seminar: The Pursuit of Happiness,0,,
SOCI,433,Immigration in Contemporary America,0,,
SOCI,71H,First-Year Seminar: The Pursuit of Happiness,0,,
SOCI,72,First-Year Seminar: Race and Ethnicity in the United States,0,,
SOCI,89H,First-Year Seminar: Special Topics,0,,
SOCI,277,Societies and Genomics,0,,
SOCI,172,Introduction to Population Health in the United States,1,FC-POWER,
SOCI,57H,First-Year Seminar: Rationalization and the Changing Nature of Social Life in 21st-Century America,0,,
SOCI,421,Environmental Sociology,0,,
SOCI,129,Sociology of Religion,0,,
SOCI,126,Sociology of Adolescence,0,,
SOCI,125,Sociology of Sexualities,0,,
SOCI,302,Fieldwork in Entrepreneurship,0,,
SOCI,180,Introduction to Global Population Health,1,FC-GLOBAL or FC-QUANT,
SOCI,430,Sociology of Food and Food Justice,0,,
SOCI,318,Computational Sociology,0,,
SOCI,100,Sociological Perspective Through Documentary Film,1,FC-POWER,
SOWO,500,Human Development in Context I: Infancy to Adolescence,0,,
SOWO,490,Preprofessional Special Topic,0,,
SOWO,491,Community Organizing for Social Change,0,,
SOWO,495,Undergraduate Research in Social Work,0,,
SOWO,403,Social Work Study Abroad,0,,
SOWO,492,Seminar in Service Learning,0,,
SOWO,404,Social Work Study Abroad: Africa,0,,
SOWO,489,Public Service and Social Change,0,,
SOWO,89,First-Year Seminar: Special Topics,0,,
SPAN,204,Intermediate Spanish II,0,,
SPAN,101,Elementary Spanish I,0,,
SPAN,203,Intermediate Spanish I,0,,
SPAN,102,Elementary Spanish II,0,,
SPAN,340,Iberian Cultural Topics,0,,
SPAN,371,Studies in Spanish Literature,0,,
SPAN,300,Grammar and Structure of Spanish,0,,
SPAN,376,Spanish Phonetics and Phonology,1,FC-KNOWING,
SPAN,401,Beginning Accelerated Spanish,0,,
SPAN,402,Intermediate Accelerated Spanish,0,,
SPAN,375,Spanish of the United States,0,,
SPAN,204H,Intermediate Spanish II,0,,
SPAN,111,Modified Intensive Elementary Spanish I and II,0,,
SPAN,373,Studies in Latin American Literature,1,FC-AESTH,
SPAN,382,Studies in Spanish Prose,0,,
SPAN,370,Spanish Translation II,0,,
SPAN,203H,Intermediate Spanish I,0,,
SPAN,380,Studies in Spanish Drama,0,,
SPAN,381,Studies in Spanish and Spanish American Poetry,0,,
SPAN,383,Medieval Spanish Literature,0,,
SPAN,212,Modified Intensive Intermediate Spanish I,0,,
SPAN,102H,Elementary Spanish II,0,,
SPAN,395,Research for Advanced Students,0,,
SPAN,384,Spanish Renaissance,0,,
SPAN,292,Approaches to Spanish Language Teaching,0,,
SPAN,255,Conversation I,0,,
SPAN,270,Contemporary Spanish American Prose Fiction in Translation,0,,
SPAN,360,Introduction to Hispanic Linguistics,1,FC-KNOWING,
SPAN,344,Latin@ American Cultural Topics,0,,
SPAN,266,Spanish Conversation for Heritage Learners,0,,
SPAN,385,Contemporary Spanish American Prose Fiction,0,,
SPAN,275,Masterpieces of Spanish Literature in Translation,0,,
SPAN,280,Cervantes in English Translation,0,,
SPAN,105,Spanish for High Beginners,0,,
SPAN,255H,Conversation I,0,,
SPAN,320,Spanish for Business (First Semester),0,,
SPAN,300H,Grammar and Structure of Spanish,0,,
SPAN,361,Hispanic Film,1,FC-KNOWING,
SPAN,308,LAC Recitation,0,,
SPAN,398,Undergraduate Seminar in Literature and Culture,0,,
SPAN,405,Intermediate Spanish for Health Care Professionals,0,,
SPAN,321,Spanish for the Medical Professions (First Semester),0,,
SPAN,323,Spanish for the Legal Professions (First Semester),0,,
SPAN,389,Outside Cuba: Diasporic Literature and Culture,0,,
SPAN,369,Introduction to Translation,0,,
SPAN,379,Aesthetics of Violence in Latina/o American Fiction,0,,
SPAN,397,Undergraduate Seminar in Language and Linguistics,0,,
SPAN,404,Elementary Spanish for Health Professionals,0,,
SPAN,387,Eroticism in Contemporary Latin American Literature,0,,
SPAN,414,Languages of Spain I,0,,
SPAN,415,Languages of Spain II,0,,
SPAN,388,Narratives of the Mexican Revolution,0,,
SPAN,394,Creative Writing in Spanish,1,FC-CREATE,
SPAN,374,Mesoamerica through Its Native Literatures,0,,
SPAN,100,Elementary Spanish Review,0,,
SPAN,329,Spanish for Professional and Community Engagement,0,,
SPAN,386,Literature and Politics in Central America,0,,
SPAN,416,Languages of the Americas I,0,,
SPAN,338,Trans-Atlantic Cultural Topics,1,FC-GLOBAL,
SPAN,417,Languages of the Americas II,0,,
SPAN,378,Afro-Hispanic Language Contacts,1,FC-PAST,
SPAN,253,Argentine Jewish Film,0,,
SPAN,252,Argentine Jewish Culture,0,,
SPAN,351,Spanish Interpretation I,0,,
SPAN,352,Spanish Interpretation II,0,,
SPAN,301,Introduction to Literary and Cultural Analysis,1,FC-AESTH,
SPAN,261,Advanced Spanish in Context,1,FC-AESTH,
SPAN,267,Advanced Spanish in Context for Heritage Learners,1,FC-AESTH,
SPAN,324,Spanish for the Legal Professions (Second Semester),0,,
SPAN,325,Spanish for Business (Second Semester),0,,
SPAN,328,Spanish for the Medical Professions (Second Semester),0,,
SPAN,302,Literary and Cultural Analysis for Heritage Learners,1,FC-AESTH,
SPAN,301H,Introduction to Literary and Cultural Analysis,1,FC-AESTH,
SPAN,261H,Advanced Spanish in Context,1,FC-AESTH,
SPAN,205,Intermediate Spanish II for Heritage Learners,0,,
SPAN,296,Course Correspondent Project in Spanish,0,,
SPAN,170,Reading América Now. Fourteen Spanish American Prose Fictions Written While You've Been Around,1,FC-GLOBAL,
SPCL,290,Special Topics,0,,
SPCL,400,C-Start,0,,
SPCL,493,Undergraduate Internships,0,,
SPHG,428H,Public Health Entrepreneurship,1,FC-GLOBAL,
SPHG,350H,Introduction to Public Health,0,,
SPHG,101,Exploring Public Health Fields,0,,
SPHG,351,Foundations of Public Health,0,,
SPHG,352,Public Health Systems and Solutions,0,,
SPHG,190,Special Topics in Public Health,0,,
SPHG,428,Public Health Entrepreneurship,1,FC-GLOBAL,
SPHG,429,"Public Health, Entrepreneurship, and Food Systems in Southeast Asia",1,FC-GLOBAL or FC-VALUES,
SPHG,429H,"Public Health, Entrepreneurship, and Food Systems in Southeast Asia",1,FC-GLOBAL or FC-VALUES,
SPHG,89,First-Year Seminar: Special Topics,0,,
SPHS,400,Autism in Our Communities: An Interdisciplinary Perspective,0,,
SPHS,196,Undergraduate  Research Experience,0,,
SPHS,401,American Sign Language I,0,,
SPHS,402,American Sign Language II,0,,
STOR,435,Introduction to Probability,0,,
STOR,455,Methods of Data Analysis,0,,
STOR,358,Sample Survey Methodology,0,,
STOR,151,Introduction to Data Analysis,1,FC-QUANT,
STOR,415,Introduction to Optimization,0,,
STOR,445,Stochastic Modeling,0,,
STOR,305,Introduction to Decision Analytics,1,FC-QUANT,
STOR,52,"First-Year Seminar: Decisions, Decisions, Decisions",0,,
STOR,72,First-Year Seminar: Unlocking the Genetic Code,0,,
STOR,215,Foundations of Decision Sciences,1,FC-QUANT,
STOR,62,First-Year Seminar: Probability and Paradoxes,0,,
STOR,155,Introduction to Data Models and Inference,1,FC-QUANT,
STOR,56,First-Year Seminar: The Art and Science of Decision Making in War and Peace,0,,
STOR,471,Long-Term Actuarial Models,0,,
STOR,472,Short Term Actuarial Models,0,,
STOR,64,First-Year Seminar: A Random Walk down Wall Street,0,,
STOR,66,First-Year Seminar: Visualizing Data,0,,
STOR,113,Decision Models for Business and Economics,1,FC-QUANT,
STOR,53,FYS: Networks: Degrees of Separation and Other Phenomena Relating to Connected Systems,0,,
STOR,60,First-Year Seminar: Statistical Decision-Making Concepts,0,,
STOR,61,First-Year Seminar: Statistics for Environmental Change,0,,
STOR,63,"FYS: Statistics, Biostatistics, and Bioinformatics: An Introduction to the Ongoing Evolution",0,,
STOR,89,First-Year Seminar: Special Topics,0,,
STOR,496,Undergraduate Reading and Research in Statistics and Operations Research,0,,
STOR,493,Internship in Statistics and Operations Research,0,,
STOR,54,First-Year Seminar: Adventures in Statistics,0,,
STOR,55,First-Year Seminar: Risk and Uncertainty in the Real World,0,,
STOR,390,Special Topics in Statistics and Operations Research,0,,
STOR,320,Introduction to Data Science,2,FC-QUANT,FC-LAB
STOR,190,Special Topics,0,,
STOR,290,Special Topics,0,,
STOR,490,Special Topics,0,,
STOR,115,Reasoning with Data: Navigating a Quantitative World,1,FC-QUANT,
STOR,120,Foundations of Statistics and Data Science,1,FC-QUANT,
STOR,475,Healthcare Risk Analytics,0,,
STOR,291,Undergraduate Learning Assistantship,0,,
STOR,235,Mathematics for Data Science,1,FC-QUANT,
STOR,315,Discrete Mathematics for Data Science,1,FC-QUANT,
SWAH,112,Intensive Kiswahili 1-2,0,,
SWAH,234,Intensive Kiswahili 3-4,0,,
SWAH,401,Elementary Kiswahili I,0,,
SWAH,402,Elementary Kiswahili II,0,,
SWAH,403,Intermediate Kiswahili III,0,,
SWAH,404,Intermediate Kiswahili IV,1,FC-GLOBAL,
SWAH,405,Advanced Kiswahili V,1,FC-GLOBAL,
SWAH,406,Advanced Plus Kiswahili VI,1,FC-GLOBAL,
SWAH,408,Swahili Across the Curriculum Recitation,0,,
TOXC,423,Developmental Toxicology and Teratology,0,,
TOXC,442,Biochemical Toxicology,0,,
TURK,101,Elementary Turkish I,0,,
TURK,102,Elementary Turkish II,0,,
TURK,203,Intermediate Turkish I,0,,
TURK,204,Intermediate Turkish II,0,,
TURK,305,Advanced Turkish I,0,,
UKRN,401,Elementary Ukrainian I,0,,
UKRN,402,Elementary Ukrainian II,0,,
URES,195,Undergraduate Research,0,,
URES,295,Undergraduate Research,0,,
URES,395,Undergraduate Research,0,,
VIET,101,Elementary Vietnamese I,0,,
VIET,102,Elementary Vietnamese II,0,,
VIET,203,Intermediate Vietnamese I,0,,
VIET,204,Intermediate Vietnamese II,0,,
WGST,263,Literature and Gender,0,,
WGST,188,Introduction to Women and Music,1,FC-AESTH or FC-POWER,
WGST,244,Gender and Sexuality in Western Christianity,1,FC-POWER or FC-VALUES,
WGST,476,History of Feminism,0,,
WGST,438,Gender and Performance: Constituting Identity,0,,
WGST,222,Prehistoric Art,1,FC-PAST,
WGST,254,Women in the Visual Arts I,0,,
WGST,224,Introduction to Gender and Communication,0,,
WGST,280,Women and Gender in Latin American History,1,FC-PAST or FC-POWER,
WGST,451,Women in the Visual Arts II,0,,
WGST,500,"Gender, Empire, and Nation",0,,
WGST,217,Women and Politics,1,FC-POWER,
WGST,265,Feminism and Political Theory,1,FC-POWER,
WGST,259,Towards Emancipation? Women in Modern Europe,1,FC-PAST or FC-POWER,
WGST,382,African American Women's History,1,FC-PAST or FC-POWER,
WGST,241,Women in Ancient Rome,1,FC-KNOWING or FC-PAST,
WGST,277,Gender and Culture,0,,
WGST,424,Gender Theory and the Study of Religion,1,FC-POWER or FC-VALUES,
WGST,275,Moral and Philosophical Issues of Gender in Society,1,FC-POWER or FC-VALUES,
WGST,101,Introduction to Women's Studies,1,FC-KNOWING or FC-POWER,
WGST,371,Women Mystics,0,,
WGST,124,Sex and Gender in Society,1,FC-KNOWING or FC-POWER,
WGST,200,Gender and Sexuality in Africa,1,FC-GLOBAL or FC-KNOWING,
WGST,266,Black Women in America,1,FC-PAST or FC-POWER,
WGST,393,Practicum in Women's and Gender Studies,1,FC-KNOWING or FC-VALUES,
WGST,396,Independent Reading and Research,0,,
WGST,479,History of Female Sexualities,0,,
WGST,373,Modern Women Writers,1,FC-AESTH or FC-POWER,
WGST,441,"The Anthropology of Gender, Health, and Illness",0,,
WGST,363,Feminist Literary Theory,1,FC-AESTH,
WGST,260,Women and Sport,0,,
WGST,290,Special Topics in Women's Studies,0,,
WGST,374,Southern Women Writers,1,FC-AESTH,
WGST,446,American Women Authors,1,FC-AESTH,
WGST,444,"Race, Class, and Gender",0,,
WGST,446H,American Women Authors,1,FC-AESTH,
WGST,264,Gender in Russian History,0,,
WGST,242,Sex and Gender in Antiquity,0,,
WGST,275H,Moral and Philosophical Issues of Gender in Society,1,FC-POWER or FC-VALUES,
WGST,271,Women in German Cinema,0,,
WGST,486,"Exploration of Russian ""Women's Prose"" and Svetlana Alexievich (Nobel Prize in Literature 2015)",1,FC-AESTH or FC-GLOBAL,
WGST,442,"Gender, Class, Race, and Mass Media",0,,
WGST,386,"Comparative Studies in Culture, Gender, and Global Forces",0,,
WGST,302,Language and Power,1,FC-POWER,
WGST,477,Advanced Feminist Political Theory,0,,
WGST,248,Gender on the Musical Stage,1,FC-AESTH or FC-POWER,
WGST,263H,Literature and Gender,0,,
WGST,225,"Space, Place, and Difference",0,,
WGST,281,Gender and Global Change,1,FC-GLOBAL or FC-VALUES,
WGST,249,"Intersectionality: Race, Gender, Sexuality, and Social Justice",1,FC-POWER,
WGST,458,Archaeology of Sex and Gender,1,FC-POWER,
WGST,240,Women in Greek Art and Literature,1,FC-AESTH or FC-KNOWING,
WGST,220,Women in the Middle Ages,0,,
WGST,375,History of Gender in America,0,,
WGST,388,The International Politics of Sexual and Reproductive Health,1,FC-GLOBAL or FC-POWER,
WGST,475,"Philosophical Issues in Gender, Race, and Class",0,,
WGST,278,Women in Science,1,FC-KNOWING or FC-VALUES,
WGST,231,Gender and Popular Culture,1,FC-AESTH,
WGST,345,Gender and Film,1,FC-AESTH or FC-KNOWING,
WGST,380,Almost Despicable Heroines in Japanese and Western Literature,1,FC-AESTH or FC-GLOBAL,
WGST,448,Gender and Sexuality in Contemporary Judaism,0,,
WGST,368,Women of Color in Contemporary United States Social Movements,0,,
WGST,285,African American Women in the Media,0,,
WGST,140,Introduction to Gay and Lesbian Culture and Literature,1,FC-AESTH or FC-POWER,
WGST,410,Comparative Queer Politics,1,FC-GLOBAL or FC-POWER,
WGST,253,A Social History of Jewish Women in America,1,FC-PAST or FC-POWER,
WGST,447,"Gender, Space, and Place in the Middle East",0,,
WGST,202,Introduction to Feminist Thought,1,FC-KNOWING or FC-POWER,
WGST,240H,Women in Greek Art and Literature,1,FC-AESTH or FC-KNOWING,
WGST,241H,Women in Ancient Rome,1,FC-KNOWING or FC-PAST,
WGST,56,First-Year Seminar: Writing Women in Modern China,1,FC-AESTH or FC-KNOWING,
WGST,363H,Feminist Literary Theory,1,FC-AESTH,
WGST,51,"First-Year Seminar: Race, Sex, and Place in America",1,FC-POWER,
WGST,224H,Introduction to Gender and Communication,0,,
WGST,353,War and Gender in Movies,0,,
WGST,460,The Social Construction of Gendered Bodies,1,FC-KNOWING or FC-VALUES,
WGST,440,Health and Gender after Socialism,0,,
WGST,443,Cultures and Politics of Reproduction,1,FC-POWER,
WGST,89,First-Year Seminar: Special Topics,0,,
WGST,352,Rahtid Rebel Women: An Introduction to Caribbean Women,1,FC-KNOWING,
WGST,354,American Women's History to 1865,0,,
WGST,356,"American Women's History, 1865 to the Present",0,,
WGST,361,Asian American Women's Writing,1,FC-AESTH,
WGST,64,Plantation Lullabies: Literature by and about African American Women,1,FC-PAST or FC-VALUES,
WGST,66,"First-Year Seminar: Growing Up Girl, Globally",1,FC-AESTH or FC-KNOWING,
WGST,111,Introduction to Sexuality Studies,1,FC-KNOWING or FC-POWER,
WGST,337,African Gender History,1,FC-GLOBAL or FC-PAST,
WGST,313,Women and the Law in Africa and the Middle East,1,FC-GLOBAL or FC-PAST,
WGST,350,"Spitting in the Wind: ""American"" Women, Art, and Activism",1,FC-CREATE or FC-GLOBAL,
WGST,353H,War and Gender in Movies,0,,
WGST,450,Sexuality in Jewish Tradition and History,1,FC-PAST or FC-VALUES,
WGST,144,Women in the United States from Settlement to Present,1,FC-PAST or FC-POWER,
WGST,360,"Lesbian, Gay, Bisexual, and Transgender Histories in the United States",0,,
WGST,336,Digitizing the Body,0,,
WGST,244H,Gender and Sexuality in Western Christianity,1,FC-POWER or FC-VALUES,
WGST,445,Migration and Health,1,FC-GLOBAL or FC-POWER,
WGST,362,Mary in the Christian Tradition,1,FC-PAST,
WGST,211,"Introduction to Latina Feminisms: Literature, Theory, and Activism",1,FC-CREATE or FC-POWER,
WGST,233,Introduction to Latina Literature,1,FC-AESTH or FC-POWER,
WGST,465,"Gender, (Im)migration, and Labor in Latina Literature",1,FC-AESTH or FC-GLOBAL,
WGST,68,First-Year Seminar: Assumed Identities: Performance in Photography,1,FC-CREATE or FC-KNOWING,
WGST,230,Women in Contemporary Art: A Field Study,1,FC-CREATE or FC-POWER,
WGST,232,Identity in Transit: Performing the Self through Photography,1,FC-AESTH or FC-CREATE,
WGST,56H,First-Year Seminar: Writing Women in Modern China,1,FC-AESTH or FC-KNOWING,
WGST,355,"Youth, Sexuality, and the Law",0,,
WGST,340,Leadership in Violence Prevention,1,FC-POWER,
WGST,362H,Mary in the Christian Tradition,1,FC-PAST,
WGST,325,Encountering Art in the Unexpected: Borderlands and Story in Contemporary American Visual Art,1,FC-CREATE or FC-GLOBAL,
WGST,476H,History of Feminism,0,,
WGST,365,"Sexuality, Gender, and Public Policy",1,FC-POWER,
WGST,127,Iranian Women Writers,1,FC-AESTH or FC-GLOBAL,
WGST,471,Gender and Sexuality in Middle Eastern Literature,1,FC-GLOBAL or FC-POWER,
WGST,329,Middle East Women Writers,1,FC-GLOBAL or FC-POWER,
WGST,370,"Race, Sexuality, and Disability in the History of Western Christianity",1,FC-KNOWING or FC-POWER,
WGST,482,"Sex, Gender, and Religion in South Asia",0,,
WGST,370H,"Race, Sexuality, and Disability in the History of Western Christianity",1,FC-KNOWING or FC-POWER,
WGST,237,"Rebel, Lover, Martyr: Gender and Sexuality in North and South Korean Screen Cultures",1,FC-AESTH or FC-POWER,
WGST,101H,Introduction to Women's Studies,1,FC-KNOWING or FC-POWER,
WGST,270,Introduction to Transgender Studies,1,FC-KNOWING or FC-POWER,
WGST,111H,Introduction to Sexuality Studies,1,FC-KNOWING or FC-POWER,
WGST,402,Feminist Ways of Knowing,0,,
WGST,272,Masculinities,1,FC-KNOWING,
WGST,215,Gender and Spirituality,1,FC-KNOWING,
WGST,315,Sexuality and Salvation,0,,
WGST,405,"Gender, Sexuality, Empire and Asian Pacific America",0,,
WGST,415,Queer Theory and Religion,0,,
WGST,89H,First-Year Seminar: Special Topics,0,,
WGST,480,Queering China,1,FC-AESTH or FC-POWER,
WGST,67H,First-Year Seminar: Sexuality and Salvation,1,FC-KNOWING,
WGST,330,Women's Health Activism in Twentieth Century America,1,FC-PAST or FC-POWER,
